
#2p valence - odors, sucrose, shock, loud noise w/ air puff. Imaging 6000s pre (at least) - 12000s post stimulus sensation
#No. of total trials in session = 80
#No. of odor trials = 30
#No. of sucrose trials = 30
#No. of shock trials = 10
#No. of sound blast trials = 10
#Variable ITI = varies by stimulus class
#Odor4 = Female Mouse Urine (solenoid 4)
#Odor6 = Coyote Urine (solenoid 6)
#Odor duration (ms) = 2000
#Sucrose reward valvle open duration = 80
#Tail shock amplitude = 0.3 mA
#Shock duration (ms) = 250
#Sound blast = 75dB white noise
#Sound blast duration (ms) = 300

#Current millis: 277

#type <reward> at any time to give a one-time reward of 20ms
#type <free> at any time to initiate a 'free for all' lick reward period of 15000ms
#type <end> at any time to end session

#type <pause> at any time to halt session for 1 min - OLNY DEPLOY BETWEEN IMAGING CYCLES!

#HEADER: 'Trial/Delivery Type/port activated', timestamp


#IS THE NOSE CONE IN POSITION?
#No. of trials in session = 80. Are the correct number of cycles entered in Prairie View?
#Is autocorrect unchecked on Prairie View?
#Are PMTs on?
#Is correct zoom value entered in PV?
#Is correct Average Every value entered in PV?
#Is Prairie View set to Start and Stop Trigger, No. of Frames sufficient, and currently waiting for input trigger?
#Are the correct inlet/outlet ports open on air manifolds (4-6)?
#Is CoolTerm capturing?
#Is tail shock cuff applied? Shock box set to 'subject', 'remote', 'low' and 0.3 mA?
#Is air hose in place? Is speaker in place?


#Ok, ready to rock! Send any character to BEGIN SESSION


#---------------BEGIN SESSION---------------

#vITI = 15000,667951
 676951	BEGIN
682951	ODOR6
#vITI = 27054,684951
 696951	END
 706006	BEGIN
712005	ODOR6
#vITI = 26539,714005
 726005	END
 734544	BEGIN
740544	ODOR4
#vITI = 28627,742544
 754544	END
 765171	BEGIN
771171	ODOR4
#vITI = 28324,773171
 785171	END
 795495	BEGIN
801495	ODOR4
#vITI = 29503,803495
 815495	END
 826998	BEGIN
832998	ODOR6
#vITI = 26785,834998
 846998	END
 855783	BEGIN
861783	ODOR6
#vITI = 25278,863783
 875783	END
 883061	BEGIN
889061	ODOR4
#vITI = 28725,891061
 903061	END
 913786	BEGIN
919786	ODOR4
#vITI = 28195,921786
 933786	END
 943981	BEGIN
949981	ODOR4
#vITI = 29639,951981
 963981	END
 975620	BEGIN
981620	ODOR6
#vITI = 25572,983620
 995620	END
 1003192	BEGIN
1009192	ODOR4
#vITI = 27761,1011192
 1023192	END
 1032953	BEGIN
1038953	ODOR6
#vITI = 27202,1040953
 1052953	END
 1062155	BEGIN
1068155	ODOR4
#vITI = 25399,1070155
 1082155	END
 1089554	BEGIN
1095554	ODOR6
#vITI = 27226,1097554
 1109554	END
 1118780	BEGIN
1124780	ODOR6
#vITI = 28364,1126780
 1138780	END
 1149144	BEGIN
1155144	ODOR6
#vITI = 27461,1157144
 1169144	END
 1178605	BEGIN
1184605	ODOR6
#vITI = 25027,1186605
 1198605	END
 1205632	BEGIN
1211632	ODOR4
#vITI = 27422,1213632
 1225632	END
 1235054	BEGIN
1241054	ODOR6
#vITI = 28301,1243054
 1255054	END
 1265355	BEGIN
1271355	ODOR4
#vITI = 28828,1273355
 1285355	END
 1296183	BEGIN
1302183	ODOR6
#vITI = 28464,1304183
 1316183	END
 1326647	BEGIN
1332647	ODOR4
#vITI = 29952,1334647
 1346647	END
 1358599	BEGIN
1364599	ODOR4
#vITI = 26836,1366599
 1378599	END
 1387435	BEGIN
1393435	ODOR6
#vITI = 28041,1395435
 1407435	END
 1417476	BEGIN
1423476	ODOR6
#vITI = 26772,1425476
 1437476	END
 1446248	BEGIN
1452248	ODOR4
#vITI = 26425,1454248
 1466248	END
 1474673	BEGIN
1480673	ODOR6
#vITI = 29787,1482673
 1494673	END
 1506460	BEGIN
1512461	ODOR4
#vITI = 26536,1514460
 1526460	END
 1534996	BEGIN
1540996	ODOR4
#vITI = 27577,1542996
 1554996	END
#2 min delay begins now...remove nose cone and position lick spout!, 1555018
#1 min remaining, 1614994
#15 sec remaining
#5sec remaining
#resuming task
 1677096	BEGIN
1683096	TONE_RW
1683096	REWARD
#vITI = 18889,1698096
 1699436	COLLECTED
1699436	LICK
 1710096	END
 1710985	BEGIN
1716985	TONE_RW
1716985	REWARD
1722412	LICK
 1722413	COLLECTED
#vITI = 21249,1722413
1722473	LICK
1722656	LICK
1722717	LICK
1722778	LICK
1722839	LICK
1722900	LICK
1723145	LICK
1723206	LICK
1723328	LICK
1723389	LICK
1723450	LICK
1723573	LICK
1723756	LICK
1723878	LICK
1723939	LICK
1724061	LICK
1724122	LICK
1724366	LICK
1724428	LICK
1724489	LICK
1724550	LICK
1724611	LICK
1725039	LICK
1725100	LICK
1725222	LICK
1725283	LICK
1725406	LICK
1729988	LICK
1730050	LICK
 1734413	END
1736466	LICK
 1737662	BEGIN
1743662	TONE_RW
1743662	REWARD
 1745815	COLLECTED
#vITI = 19965,1745815
1745816	LICK
1745878	LICK
1745998	LICK
1746059	LICK
1746120	LICK
1746181	LICK
1746242	LICK
1746304	LICK
1746365	LICK
1746487	LICK
1746609	LICK
1746731	LICK
1746853	LICK
1746914	LICK
1747037	LICK
1747159	LICK
1747525	LICK
1747586	LICK
1747647	LICK
1747708	LICK
1747830	LICK
1747891	LICK
1748014	LICK
1748075	LICK
1748563	LICK
1748624	LICK
1748992	LICK
1749175	LICK
1749358	LICK
1749419	LICK
 1757815	END
 1759780	BEGIN
1765780	TONE_RW
1765780	REWARD
1765856	LICK
 1765860	COLLECTED
#vITI = 19775,1765860
1765918	LICK
1765979	LICK
1766040	LICK
1766162	LICK
1766284	LICK
1766406	LICK
1766528	LICK
1766834	LICK
