
#2p valence - odors, sucrose, shock, loud noise w/ air puff. Imaging 6000s pre (at least) - 12000s post stimulus sensation
#No. of total trials in session = 80
#No. of odor trials = 30
#No. of sucrose trials = 30
#No. of shock trials = 10
#No. of sound blast trials = 10
#Variable ITI = varies by stimulus class
#Odor4 = Female Mouse Urine (solenoid 4)
#Odor6 = Coyote Urine (solenoid 6)
#Odor duration (ms) = 2000
#Sucrose reward valvle open duration = 70
#Tail shock amplitude = 0.3 mA
#Shock duration (ms) = 250
#Sound blast = 75dB white noise
#Sound blast duration (ms) = 300

#Current millis: 277

#type <reward> at any time to give a one-time reward of 20ms
#type <free> at any time to initiate a 'free for all' lick reward period of 15000ms
#type <end> at any time to end session

#HEADER: 'Trial/Delivery Type/port activated', timestamp


#IS THE NOSE CONE IN POSITION?
#No. of trials in session = 80. Are the correct number of cycles entered in Prairie View?
#Is autocorrect unchecked on Prairie View?
#Are PMTs on?
#Is correct zoom value entered in PV?
#Is correct Average Every value entered in PV?
#Is Prairie View set to Start and Stop Trigger, No. of Frames sufficient, and currently waiting for input trigger?
#Are the correct inlet/outlet ports open on air manifolds (4-6)?
#Is CoolTerm capturing?
#Is tail shock cuff applied? Shock box set to 'subject', 'remote', 'low' and 0.3 mA?
#Is air hose in place? Is speaker in place?


#Ok, ready to rock! Send any character to BEGIN SESSION


#---------------BEGIN SESSION---------------

#vITI = 15000,706867
 715867	BEGIN
721867	ODOR6
#vITI = 25124,723867
 735867	END
 742991	BEGIN
748991	ODOR6
#vITI = 28641,750991
 762991	END
 773632	BEGIN
779632	ODOR4
#vITI = 28768,781632
 793632	END
 804400	BEGIN
810400	ODOR6
#vITI = 25120,812400
 824400	END
 831520	BEGIN
837520	ODOR4
#vITI = 29186,839520
 851520	END
 862706	BEGIN
868706	ODOR6
#vITI = 26103,870706
 882706	END
 890809	BEGIN
896809	ODOR4
#vITI = 26394,898809
 910809	END
 919203	BEGIN
925203	ODOR4
#vITI = 29509,927203
 939203	END
 950712	BEGIN
956712	ODOR4
#vITI = 28334,958712
 970712	END
 981046	BEGIN
987046	ODOR4
#vITI = 24021,989046
 1001046	END
 1007067	BEGIN
1013067	ODOR6
#vITI = 28295,1015067
 1027067	END
 1037362	BEGIN
1043362	ODOR6
#vITI = 27739,1045362
 1057362	END
 1067101	BEGIN
1073101	ODOR4
#vITI = 27200,1075101
 1087101	END
 1096301	BEGIN
1102301	ODOR4
#vITI = 25811,1104301
 1116301	END
 1124112	BEGIN
1130112	ODOR6
#vITI = 26698,1132112
 1144112	END
 1152811	BEGIN
1158810	ODOR4
#vITI = 24106,1160810
 1172810	END
 1178916	BEGIN
1184916	ODOR6
#vITI = 26338,1186916
 1198916	END
 1207254	BEGIN
1213254	ODOR4
#vITI = 25085,1215254
 1227254	END
 1234339	BEGIN
1240339	ODOR6
#vITI = 24548,1242339
 1254339	END
 1260887	BEGIN
1266887	ODOR4
#vITI = 24486,1268887
 1280887	END
 1287373	BEGIN
1293373	ODOR6
#vITI = 29194,1295373
 1307373	END
 1318567	BEGIN
1324567	ODOR6
#vITI = 25001,1326567
 1338567	END
 1345568	BEGIN
1351568	ODOR4
#vITI = 28768,1353568
 1365568	END
 1376336	BEGIN
1382336	ODOR4
#vITI = 26416,1384336
 1396336	END
 1404752	BEGIN
1410752	ODOR6
#vITI = 24380,1412752
 1424752	END
 1431132	BEGIN
1437132	ODOR4
#vITI = 26353,1439132
 1451132	END
 1459485	BEGIN
1465485	ODOR6
#vITI = 26897,1467485
 1479485	END
 1488382	BEGIN
1494382	ODOR4
#vITI = 29370,1496382
 1508382	END
 1519752	BEGIN
1525752	ODOR6
#vITI = 24626,1527752
 1539752	END
 1546378	BEGIN
1552378	ODOR6
#vITI = 27038,1554378
 1566379	END
#2 min delay begins now...remove nose cone and position lick spout!, 1566401
#1 min remaining, 1626406
#15 sec remaining
#5sec remaining
#resuming task
 1688479	BEGIN
1690930	LICK
1691052	LICK
1691113	LICK
1691174	LICK
1691235	LICK
1694479	TONE_RW
1694479	REWARD
 1707988	COLLECTED
#vITI = 19008,1707990
1707990	LICK
1708233	LICK
1708294	LICK
1708355	LICK
1708417	LICK
1708478	LICK
1708600	LICK
1708906	LICK
1709273	LICK
1709334	LICK
1709456	LICK
1709517	LICK
1709578	LICK
1709762	LICK
1717038	LICK
1717099	LICK
1717160	LICK
1717221	LICK
1717282	LICK
1717343	LICK
 1719990	END
 1720998	BEGIN
1721379	LICK
1721440	LICK
1726394	LICK
1726455	LICK
1726577	LICK
1726639	LICK
1726998	TONE_RW
1726998	REWARD
 1732387	COLLECTED
#vITI = 20772,1732388
1732388	LICK
1732449	LICK
1732632	LICK
1732754	LICK
1732815	LICK
1732877	LICK
1733365	LICK
1733427	LICK
1733488	LICK
1733549	LICK
1733610	LICK
1733671	LICK
1733732	LICK
1735017	LICK
1735078	LICK
1735139	LICK
1735995	LICK
1736178	LICK
1736239	LICK
1739848	LICK
1739909	LICK
1740032	LICK
1740153	LICK
1740214	LICK
